iso,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000_2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018
ABW,10,18339,216,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,15,18339,140,41,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,20,18339,110,35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,25,18339,42,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,30,18339,25,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,50,18339,17,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,75,18339,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,10,64482820,433200,126512,18,86,187,252,206,245,156,257,115,72,93,114,40,0,2,0,0,0,27
AFG,15,64482820,303397,107086,14,86,183,246,204,240,155,255,111,71,90,111,36,0,1,0,0,0,27
AFG,20,64482820,285048,105954,13,84,178,244,203,238,151,254,110,71,86,110,36,0,1,0,0,0,27
AFG,25,64482820,255487,72545,13,83,178,244,202,236,151,253,110,69,86,109,36,0,1,0,0,0,26
AFG,30,64482820,206276,71948,12,83,177,243,202,235,151,253,108,69,86,108,36,0,1,0,0,0,25
AFG,50,64482820,148768,46335,8,75,135,200,157,168,109,199,87,46,61,91,30,0,1,0,0,0,19
AFG,75,64482820,75639,18308,4,44,60,96,58,64,40,78,27,20,24,42,14,0,0,0,0,0,10
AGO,10,124860517,96015105,97385389,61080,119681,72857,68731,98076,133720,107513,217628,157781,271387,197839,287555,252589,263046,295505,225985,330004,434358,365977
AGO,15,124860517,82861348,82268042,57306,117536,71135,65223,92444,125168,101041,201960,146969,249170,191389,263366,239647,247590,283793,217494,318118,411408,348729
AGO,20,124860517,65995205,64986455,49895,109214,65845,57596,80334,106393,86825,167175,121298,197026,173353,212336,203500,202300,245139,186845,269184,337020,287887
AGO,25,124860517,63391087,62680572,48652,107878,64980,56642,78657,103929,84935,162723,117334,189980,170375,206118,198663,195180,238584,181588,261242,325201,278534
AGO,30,124860517,55341830,53896051,44002,101322,61089,52510,71315,93515,76998,145409,103653,166109,159944,183111,180921,169001,212873,161864,229915,280727,242788
AGO,50,124860517,31944618,30007141,31189,76901,43097,35617,43445,53113,48274,88885,56040,92817,111897,100659,113137,99371,135711,102600,137185,159540,146396
AGO,75,124860517,3788560,3340623,11196,33948,12853,10519,7283,8740,4945,26895,9840,17263,18641,13073,19879,24430,30752,24301,33411,31671,37075
AIA,10,8518,2895,1738,1,4,0,2,10,4,2,9,12,2,0,1,2,2,0,0,0,2,0
AIA,15,8518,2739,1706,1,4,0,1,10,4,2,9,11,2,0,1,2,2,0,0,0,1,0
AIA,20,8518,2572,1624,1,4,0,1,9,4,1,9,11,2,0,1,2,2,0,0,0,1,0
AIA,25,8518,2357,1511,1,4,0,1,9,4,1,9,11,2,0,1,2,1,0,0,0,1,0
AIA,30,8518,2126,1391,1,4,0,1,9,4,1,9,10,2,0,1,2,1,0,0,0,1,0
AIA,50,8518,1372,686,1,2,0,0,5,2,0,5,7,1,0,1,1,1,0,0,0,1,0
AIA,75,8518,507,205,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0
ALA,10,154601,115130,116138,1691,398,281,223,736,705,100,249,1298,679,638,470,658,512,553,572,682,746,624
ALA,15,154601,112089,110264,1583,398,280,223,736,705,100,248,1297,679,638,470,658,512,553,572,680,744,624
ALA,20,154601,111163,109720,1527,398,280,223,736,705,100,248,1297,679,638,469,658,512,553,571,680,743,624
ALA,25,154601,110002,105853,1450,397,280,223,736,705,100,248,1297,679,638,469,658,512,553,570,678,743,623
ALA,30,154601,108983,104216,1395,397,280,223,736,704,100,248,1297,679,637,469,658,512,553,568,676,741,623
ALA,50,154601,88706,86186,886,390,275,218,730,697,97,246,1281,671,631,462,652,510,541,550,644,711,606
ALA,75,154601,61463,61039,129,358,257,207,695,665,91,238,1212,629,600,447,619,475,483,486,554,610,540
ALB,10,2882414,841478,714999,1563,3833,910,639,3340,721,990,5371,5630,1388,679,1257,5720,2851,1185,333,1113,2120,2351
ALB,15,2882414,779270,655399,1397,3799,900,632,3315,714,986,5351,5600,1372,676,1242,5647,2773,1160,327,1083,2033,2281
ALB,20,2882414,755403,643880,1326,3778,896,626,3287,709,981,5320,5566,1361,670,1233,5601,2738,1141,323,1055,1979,2240
ALB,25,2882414,708845,623052,1224,3754,894,617,3262,698,968,5265,5514,1345,663,1203,5504,2665,1103,310,1009,1861,2163
ALB,30,2882414,650720,590849,1157,3742,893,613,3250,696,964,5249,5494,1343,658,1191,5415,2579,1057,284,934,1695,2056
ALB,50,2882414,536584,430197,848,3417,841,533,3009,634,906,4915,5057,1258,608,1038,4839,2231,942,254,761,1379,1803
ALB,75,2882414,365057,191389,605,2593,706,374,2442,489,755,3966,4076,1022,506,792,3740,1643,732,199,523,937,1294
AND,10,45596,20867,20918,4,2,0,0,23,2,6,1,5,2,1,0,7,3,1,2,1,4,15
AND,15,45596,20129,20241,3,2,0,0,22,2,6,1,5,2,1,0,7,3,1,2,1,4,15
AND,20,45596,19891,20140,3,2,0,0,22,2,6,1,5,2,1,0,7,3,1,2,1,4,15
AND,25,45596,19487,19459,3,2,0,0,22,2,6,1,5,2,1,0,7,3,1,2,1,4,15
AND,30,45596,19141,19096,3,2,0,0,22,2,6,1,5,2,1,0,7,3,1,2,0,4,15
AND,50,45596,17008,16291,0,2,0,0,19,2,6,1,5,2,1,0,7,3,1,2,0,4,15
AND,75,45596,13408,13050,0,1,0,0,14,1,3,1,4,1,1,0,6,3,1,1,0,3,10
ARE,10,7136340,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,15,7136340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,20,7136340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,25,7136340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,30,7136340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,50,7136340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,75,7136340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG,10,278309812,43432328,42660066,269277,160486,110627,268819,458640,384187,328377,440736,608946,316653,421118,511656,487955,388372,250034,186436,239482,243824,179091
ARG,15,278309812,42427227,42041276,263016,155805,108863,261357,447841,376828,323760,433521,603190,314199,418343,508598,485865,386295,248344,185253,237647,241855,177917
ARG,20,278309812,41301612,41312943,257535,152209,107302,256189,441883,373288,321063,430668,599515,312684,416503,505001,483467,383357,246085,183730,235492,239333,176315
ARG,25,278309812,40191425,39920595,253620,150561,106563,253994,439487,371536,319745,429172,597364,311808,415505,502783,481340,380661,243961,182180,233133,237003,174981
ARG,30,278309812,39132927,38426726,247789,147934,105098,249473,433858,367575,316764,425808,593275,310081,413514,499628,478680,377286,241349,180436,230369,234146,173123
ARG,50,278309812,23146188,23938844,217754,102230,73542,132187,248646,228864,210759,247779,396446,206967,297677,356209,347401,253981,155623,119449,143534,160004,112810
ARG,75,278309812,10610886,13589101,189511,63036,49473,73750,123046,119716,109142,109554,176635,94147,127406,136116,141560,99184,52101,49228,50452,53690,32470
ARM,10,2973717,384654,303448,436,137,178,403,84,105,133,59,117,207,169,177,206,44,39,2,32,57,6
ARM,15,2973717,365991,277446,400,134,177,397,84,104,132,55,117,205,166,174,204,42,38,2,32,55,6
ARM,20,2973717,358153,272394,364,133,176,397,84,104,132,54,116,205,165,174,203,42,38,2,32,52,6
ARM,25,2973717,347122,259846,342,131,175,396,84,104,131,54,115,205,163,173,201,42,38,2,30,45,6
ARM,30,2973717,337343,249349,322,130,174,396,83,104,131,54,115,203,162,173,201,41,38,2,30,42,6
ARM,50,2973717,295055,177409,181,122,164,385,73,98,122,47,104,189,150,166,184,35,35,2,29,24,5
ARM,75,2973717,225168,57064,58,97,138,355,57,84,96,41,70,142,131,142,140,22,28,2,26,16,4
ATF,10,4461,90,232,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ATF,15,4461,88,208,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ATF,20,4461,80,183,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ATF,25,4461,76,165,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ATF,30,4461,72,161,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
ATF,50,4461,60,158,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
ATF,75,4461,28,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
ATG,10,44342,21316,21222,28,23,19,18,27,62,63,38,47,62,19,26,34,22,25,9,16,76,167
ATG,15,44342,20711,21141,27,23,19,18,27,62,62,38,47,62,19,26,34,22,25,9,15,75,166
ATG,20,44342,20321,20883,23,23,19,18,27,62,62,38,47,62,18,26,34,22,25,9,14,74,164
ATG,25,44342,19890,20592,22,23,19,18,27,62,62,38,47,61,18,26,34,22,25,9,14,72,164
ATG,30,44342,19402,20064,22,23,19,18,26,62,62,37,47,61,18,26,33,22,25,9,14,72,163
ATG,50,44342,17345,16423,16,22,17,18,25,59,59,35,43,59,18,25,33,20,23,9,14,70,158
ATG,75,44342,14052,11229,9,20,14,14,22,56,50,31,37,50,15,25,27,18,19,7,11,66,136
AUS,10,769344924,66017964,59071289,567131,362174,387110,561900,155398,289141,249642,432681,263482,238898,389497,135544,156212,282552,339011,311588,499133,294863,334843
AUS,15,769344924,57640541,53400515,559130,355135,383254,550468,151657,275911,245021,426488,259444,237527,385688,134596,155099,280484,335089,307874,494666,293027,329142
AUS,20,769344924,48308300,45044074,524782,285956,344909,452845,138809,231844,226814,407361,245627,230065,369728,129976,149845,272067,311262,289479,471045,273575,298943
AUS,25,769344924,46724949,43414833,516613,278516,342613,446146,134735,216088,218192,399003,235804,226073,361153,127799,147245,269864,307472,283787,464425,267328,289445
AUS,30,769344924,42365932,39563301,498264,219024,312285,374316,124934,177166,186461,373870,205920,204102,290979,121497,139961,260394,282105,261732,431325,237175,251345
AUS,50,769344924,25778240,24505565,420621,67144,84789,152215,94415,96361,114566,182515,127491,168465,88059,86824,88166,181998,192793,149548,305592,175226,155504
AUS,75,769344924,17820307,16968652,345784,55368,63726,129191,80336,78731,89454,149525,94023,150740,74838,71428,67267,125117,135096,110313,207903,121769,103328
AUT,10,8410110,4527883,4584047,40640,6971,10952,14540,14676,21759,12648,31857,27000,15971,16794,18165,11221,7728,9978,8000,17341,18566,26519
AUT,15,8410110,4455081,4479689,38778,6961,10946,14530,14665,21740,12639,31828,26981,15958,16785,18154,11206,7711,9950,7989,17314,18531,26476
AUT,20,8410110,4429493,4462873,37542,6954,10942,14520,14655,21729,12627,31805,26971,15952,16775,18147,11199,7703,9941,7986,17295,18507,26456
AUT,25,8410110,4401004,4412682,36511,6951,10934,14511,14645,21721,12621,31787,26962,15947,16767,18139,11195,7683,9919,7977,17279,18483,26430
AUT,30,8410110,4347787,4360817,35263,6946,10931,14503,14640,21710,12615,31770,26954,15941,16760,18137,11187,7668,9897,7965,17256,18446,26396
AUT,50,8410110,4125822,4019076,26008,6843,10779,14294,14450,21465,12500,31420,26720,15796,16560,17991,11059,7490,9684,7868,17025,18184,26084
AUT,75,8410110,3403418,3210738,10165,6241,9904,13237,13355,19933,11757,29288,25279,14933,15455,16940,10337,6433,8319,7063,15392,16363,23605
AZE,10,8644812,1492420,1264617,287,578,1194,1060,619,258,548,527,491,396,579,157,621,162,353,26,25,79,76
AZE,15,8644812,1431847,1173076,272,567,1177,1051,601,253,535,518,479,378,567,150,607,162,350,26,25,79,76
AZE,20,8644812,1393131,1156680,266,562,1167,1047,597,249,529,513,475,375,562,149,603,157,342,26,25,79,76
AZE,25,8644812,1334001,1113066,262,557,1159,1043,591,245,528,509,473,374,557,148,600,154,338,26,25,79,76
AZE,30,8644812,1271554,1084820,254,553,1153,1039,586,243,527,506,469,368,551,148,596,150,326,26,24,77,76
AZE,50,8644812,1115974,875832,192,488,1065,985,495,204,463,453,432,324,468,125,523,128,300,25,21,77,76
AZE,75,8644812,821361,567558,129,353,785,788,321,130,346,318,322,232,311,87,345,78,188,24,19,72,62
BDI,10,2711445,2293916,2303833,3193,1728,1461,1739,888,1567,560,2861,3351,1490,2515,1245,1330,2750,3663,2741,3220,4269,6357
BDI,15,2711445,1992990,1780916,2599,1712,1425,1697,869,1512,542,2785,3226,1431,2467,1227,1303,2658,3543,2624,3055,3951,6004
BDI,20,2711445,928601,917199,1417,1588,1205,1502,744,1235,434,2306,2536,1126,2198,1103,1067,1987,2717,1921,2175,2533,4129
BDI,25,2711445,842463,862803,1304,1561,1159,1466,719,1173,416,2213,2418,1076,2134,1075,1030,1875,2615,1844,2077,2396,3937
BDI,30,2711445,541896,557534,814,1429,993,1335,616,985,343,1881,2008,884,1910,970,875,1413,2057,1463,1594,1788,2895
BDI,50,2711445,141805,143579,236,894,497,828,302,475,166,972,946,416,1162,561,379,375,806,500,553,567,812
BDI,75,2711445,22119,6757,46,142,49,151,42,67,24,132,100,68,151,91,38,29,44,26,41,37,70
BEL,10,3076014,974417,983455,15421,988,2362,1904,4830,3057,6958,6021,7260,5215,10971,5042,5669,3351,4282,3458,4587,4232,4733
BEL,15,3076014,929253,937737,14077,984,2358,1896,4817,3047,6948,6011,7248,5201,10959,5033,5656,3342,4269,3447,4566,4204,4704
BEL,20,3076014,915219,931035,13482,978,2355,1894,4811,3043,6941,6006,7240,5196,10947,5029,5651,3337,4261,3441,4552,4188,4689
BEL,25,3076014,893835,914478,12794,975,2351,1893,4806,3038,6935,6001,7233,5188,10940,5025,5647,3332,4255,3436,4540,4171,4670
BEL,30,3076014,866998,891878,12136,973,2351,1891,4801,3035,6928,5996,7227,5184,10929,5021,5645,3322,4244,3423,4520,4143,4639
BEL,50,3076014,779721,779833,7775,929,2314,1845,4688,2945,6815,5899,7106,5089,10762,4963,5594,3269,4164,3349,4365,3978,4457
BEL,75,3076014,577981,554594,3755,735,2032,1631,4089,2546,6051,5334,6346,4592,9713,4640,5303,3005,3727,2911,3704,3375,3758
BEN,10,11563620,8901071,7747667,6186,17812,20446,30140,3991,35100,12157,56743,5890,77581,2736,7860,61188,36850,42645,21981,26248,44057,45988
BEN,15,11563620,4573951,4264498,4089,10322,12662,19305,2505,18617,7231,33510,2988,44410,1780,4287,24949,22324,28661,15081,21605,33237,34909
BEN,20,11563620,836457,1388163,1355,5194,6046,6967,1177,4127,3155,9759,869,12219,919,1201,6146,5038,6701,2866,6363,8241,8685
BEN,25,11563620,606524,1075730,1047,4777,5196,5660,1039,3189,2695,8011,738,9657,814,1027,4851,3890,5004,2079,5139,6511,6631
BEN,30,11563620,168931,436526,522,3755,3484,3478,685,1593,1798,4670,480,4941,531,658,2871,1314,1361,596,2020,2240,1831
BEN,50,11563620,9030,14103,140,1880,929,805,112,247,320,848,80,799,101,96,523,25,22,7,59,35,17
BEN,75,11563620,843,145,11,303,113,110,5,24,16,74,2,87,3,1,35,0,1,0,0,0,0
BES,10,32648,3191,4746,20,3,2,16,0,1,7,0,0,1,2,9,3,6,3,0,0,0,0
BES,15,32648,2996,4580,19,3,2,16,0,1,7,0,0,1,2,9,3,6,3,0,0,0,0
BES,20,32648,2738,4383,19,3,2,16,0,1,7,0,0,1,2,9,3,5,2,0,0,0,0
BES,25,32648,2597,4017,19,3,2,16,0,1,7,0,0,1,2,9,3,5,2,0,0,0,0
BES,30,32648,2432,3737,19,3,2,16,0,1,7,0,0,1,2,9,3,5,2,0,0,0,0
BES,50,32648,1759,2052,18,3,2,16,0,1,6,0,0,1,2,8,2,4,1,0,0,0,0
BES,75,32648,1270,1250,15,2,1,15,0,1,6,0,0,1,2,8,2,3,1,0,0,0,0
BFA,10,27377239,3219332,2761056,0,15547,12050,930,16539,25100,11283,13944,29784,8769,42462,9258,4446,5242,6050,2512,2286,5048,3685
BFA,15,27377239,314984,481000,0,1771,588,181,998,1593,770,1254,1781,861,6278,1291,470,1330,1727,806,932,2043,1349
BFA,20,27377239,3755,14054,0,363,43,5,53,120,32,47,62,56,203,137,19,26,31,24,33,63,56
BFA,25,27377239,1126,10469,0,189,26,3,28,65,17,21,28,27,73,67,6,9,9,6,8,15,14
BFA,30,27377239,132,2243,0,58,4,2,7,17,2,2,4,4,7,15,0,0,0,0,0,0,0
BFA,50,27377239,5,70,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
BFA,75,27377239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BGD,10,13985190,2666164,3178265,3521,4625,4033,2183,4344,3325,6962,4082,4553,5708,4760,4277,5598,6809,13704,14370,24354,32115,22193
BGD,15,13985190,2287348,2664073,3387,4617,4026,2175,4328,3316,6929,4062,4532,5685,4737,4252,5504,6481,13031,13664,23032,30548,21036
BGD,20,13985190,2199367,2597446,3259,4616,4021,2168,4319,3313,6913,4049,4516,5670,4723,4235,5477,6401,12894,13487,22752,30234,20781
BGD,25,13985190,2080332,2503269,3197,4607,4009,2166,4301,3304,6895,4030,4499,5656,4702,4216,5455,6355,12814,13407,22588,30047,20623
BGD,30,13985190,1942807,2221105,3079,4604,4004,2161,4295,3296,6878,4012,4485,5635,4685,4197,5370,6027,12072,12621,21227,28421,19366
BGD,50,13985190,1525787,1507668,2511,4524,3873,2090,4083,3200,6568,3778,4251,5365,4433,3988,5113,5486,11052,11351,19264,25973,17522
BGD,75,13985190,686855,607933,1273,3922,3128,1685,3003,2646,4995,2733,3120,3968,3116,3045,3915,3217,6452,6523,11106,15196,9834
BGR,10,11200370,4478684,4270595,24167,8306,4695,5248,8265,6632,5252,9672,6541,6160,3598,3369,10117,3799,6830,7438,7590,8089,10086
BGR,15,11200370,4394077,4139029,23014,8274,4684,5232,8237,6616,5233,9635,6506,6141,3589,3355,10092,3781,6808,7404,7544,8019,10021
BGR,20,11200370,4340180,4105551,22366,8267,4679,5226,8219,6614,5221,9618,6491,6133,3587,3350,10080,3768,6786,7392,7507,7955,9964
BGR,25,11200370,4264557,4039529,21618,8250,4667,5221,8209,6606,5207,9598,6479,6126,3582,3345,10053,3745,6762,7361,7477,7849,9884
BGR,30,11200370,4155263,3973109,21103,8239,4657,5215,8200,6595,5195,9582,6472,6114,3581,3342,10023,3709,6712,7322,7415,7717,9794
BGR,50,11200370,3873988,3553353,17257,7874,4476,5081,8017,6493,5059,9338,6280,6020,3539,3274,9805,3580,6509,7085,7127,7239,9375
BGR,75,11200370,3211023,2463916,13327,6589,3876,4530,7286,6010,4560,8350,5555,5581,3350,3030,9102,3001,5553,6013,6031,5841,7870
BHR,10,72462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHR,15,72462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHR,20,72462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHR,25,72462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHR,30,72462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHR,50,72462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHR,75,72462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHS,10,1356982,357745,382533,271,446,710,285,605,1461,1043,620,1967,834,409,630,378,1691,1171,1226,3361,4397,995
BHS,15,1356982,340068,377668,262,442,707,281,601,1458,1035,616,1960,831,405,629,375,1658,1097,1186,3296,4174,973
BHS,20,1356982,327838,364339,256,437,704,279,597,1457,1030,612,1958,829,403,626,374,1621,1021,1144,3221,3997,948
BHS,25,1356982,314161,354132,248,433,704,277,597,1454,1027,609,1952,829,403,623,371,1590,947,1109,3164,3806,924
BHS,30,1356982,303654,344289,240,433,702,274,591,1450,1018,605,1949,824,402,623,371,1572,902,1087,3136,3705,912
BHS,50,1356982,257016,264184,197,410,667,256,541,1394,847,544,1879,740,380,602,341,1464,698,958,2909,3056,803
BHS,75,1356982,199531,174409,160,373,615,227,475,1260,611,428,1767,643,352,562,290,1309,465,730,2494,2020,613
BIH,10,5115370,2904796,2771977,10894,1520,740,326,4259,590,560,2954,1659,1337,928,1000,2670,2774,1828,627,2451,1481,2850
BIH,15,5115370,2819301,2696086,10049,1512,725,319,4203,583,549,2825,1606,1321,920,989,2578,2697,1820,611,2415,1448,2805
BIH,20,5115370,2782026,2668900,9607,1507,717,315,4181,583,546,2794,1592,1315,919,986,2550,2674,1812,606,2395,1428,2776
BIH,25,5115370,2735253,2627679,9156,1504,699,309,4147,579,539,2717,1566,1303,916,980,2505,2642,1806,598,2362,1399,2736
BIH,30,5115370,2662596,2584351,8717,1501,692,307,4134,579,535,2685,1556,1301,908,974,2437,2582,1793,583,2314,1346,2679
BIH,50,5115370,2481520,2357276,5096,1423,624,281,3884,550,503,2297,1411,1224,874,917,2182,2402,1735,552,2217,1210,2509
BIH,75,5115370,2058330,1687064,1049,1106,505,223,3121,463,422,1376,1003,957,731,735,1661,1923,1517,456,1923,981,2142
BLM,10,2580,787,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLM,15,2580,724,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLM,20,2580,688,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLM,25,2580,658,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLM,30,2580,622,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLM,50,2580,484,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLM,75,2580,308,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLR,10,20750365,9689058,10200578,85585,18516,25573,32328,38820,36381,42470,32812,36070,35747,35905,45584,39812,28400,34014,34440,92332,80010,88821
BLR,15,20750365,9489646,9888300,69868,18459,25519,32278,38764,36333,42414,32769,36031,35695,35872,45534,39757,28316,33898,34266,91800,79646,88437
BLR,20,20750365,9398134,9812313,65463,18427,25476,32240,38716,36306,42386,32747,36005,35649,35853,45509,39716,28281,33859,34192,91573,79479,88232
BLR,25,20750365,9290450,9654919,59313,18416,25462,32223,38701,36291,42374,32740,35991,35637,35832,45488,39701,28231,33788,34101,91245,79265,87979
BLR,30,20750365,9139900,9508740,54895,18401,25442,32208,38677,36272,42353,32724,35977,35624,35819,45459,39667,28140,33688,33966,90703,78952,87627
BLR,50,20750365,8403561,8502730,30285,17733,24364,31138,37609,35469,41465,32073,35399,34978,35365,44921,39136,27337,32825,32798,86193,75280,83056
BLR,75,20750365,5811515,5023024,14767,14919,19719,25119,31418,30265,35446,27780,31282,31022,31517,40170,34944,20225,25269,24963,60886,49762,48855
BLZ,10,2204305,1778844,1795070,8462,8239,13527,6866,4330,8131,4280,12300,8244,10291,9787,26449,11556,16442,16582,12353,20617,16546,11271
BLZ,15,2204305,1770245,1788423,8284,8233,13517,6862,4325,8126,4278,12294,8241,10289,9784,26444,11551,16427,16559,12335,20593,16504,11245
BLZ,20,2204305,1763436,1780525,8130,8226,13507,6857,4321,8123,4277,12287,8238,10285,9783,26438,11546,16414,16539,12320,20574,16463,11221
BLZ,25,2204305,1756361,1766979,7987,8223,13495,6854,4319,8118,4275,12282,8234,10282,9780,26434,11542,16405,16520,12308,20558,16427,11203
BLZ,30,2204305,1750192,1753326,7837,8218,13483,6851,4315,8111,4273,12276,8231,10280,9778,26428,11538,16392,16496,12289,20533,16383,11178
BLZ,50,2204305,1712531,1665672,6715,8127,13255,6772,4254,8033,4225,12153,8174,10222,9734,26331,11488,16309,16334,12175,20389,16053,11009
BLZ,75,2204305,1644884,1573713,5305,7847,12591,6497,4062,7705,4060,11631,7959,9971,9547,25970,11300,16032,15888,11874,19959,15046,10515
BMU,10,7170,723,1032,7,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
BMU,15,7170,687,869,7,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
BMU,20,7170,667,821,7,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
BMU,25,7170,648,805,7,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
BMU,30,7170,609,789,6,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BMU,50,7170,442,599,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BMU,75,7170,263,350,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BOL,10,108439827,66535976,65140259,99644,142042,180679,165124,205454,252837,217867,190931,372451,226639,453747,332346,275487,182040,260168,168013,477269,467976,305155
BOL,15,108439827,66061927,64828519,98396,141626,180271,164830,204969,252361,217538,190738,371883,226322,453345,331925,275143,181580,259506,167696,475838,466971,304484
BOL,20,108439827,65502927,64419568,97171,141167,179791,164506,204419,251848,217151,190517,371241,226005,452867,331398,274647,181018,258695,167260,473947,465751,303613
BOL,25,108439827,65053081,63663063,95892,140870,179457,164274,203996,251492,216889,190373,370766,225770,452501,331039,274322,180607,258095,166951,472739,464883,302994
BOL,30,108439827,64569139,62760344,94632,140476,178973,163981,203433,251018,216544,190166,370136,225441,452012,330495,273783,179998,257220,166447,470894,463525,302065
BOL,50,108439827,57533718,56666860,85760,133553,170209,158923,190523,238429,206881,184767,348415,213103,436824,317073,261095,164637,241061,152269,439342,434322,279415
BOL,75,108439827,47876335,49189009,70231,115476,146773,142774,160514,207939,177490,164468,273026,166528,371602,256630,227665,122634,190894,107651,313439,342123,199206
BRA,10,851849027,549419005,523948750,3712076,2811545,3575661,3320883,3931168,3543982,2939171,2685116,2504717,1863094,2757732,1973286,3028644,2051296,2850360,2348033,5573332,4698381,3087029
BRA,15,851849027,542445850,518664769,3647105,2798329,3561579,3304859,3912439,3531926,2925795,2671352,2491379,1852893,2742730,1963353,3007338,2030709,2819238,2323852,5535367,4661351,3059261
BRA,20,851849027,533328697,513598010,3578759,2779259,3542585,3284867,3890776,3517001,2908760,2654469,2475835,1841348,2724846,1950792,2978609,2001982,2776876,2290028,5482528,4613347,3020464
BRA,25,851849027,527531849,507380608,3524308,2765682,3528923,3270828,3875438,3505350,2895511,2641331,2463117,1832790,2709963,1940737,2954861,1981375,2745535,2265153,5443657,4579399,2994104
BRA,30,851849027,520074678,499062352,3456967,2750399,3511492,3252334,3852915,3491031,2881038,2625890,2448311,1820738,2693234,1926498,2923506,1949096,2698139,2226546,5387136,4528439,2954272
BRA,50,851849027,476445478,454015219,2992730,2515353,3263104,2975308,3558696,3275922,2648731,2374201,2215529,1610932,2415652,1722965,2584179,1715557,2372989,1958453,4988041,4196414,2693461
BRA,75,851849027,429845760,410990187,2356025,2097676,2822551,2536007,3106807,2898435,2313382,1987435,1905102,1350353,2039589,1456074,2112231,1411233,1925611,1593901,4403956,3638884,2312026
