iso,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000_2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018
RUS,15,1690694660,824582554,816703779,5269618,1930732,2917124,3192183,3710145,1656891,2387557,2408997,3154005,2210543,1934271,3160663,5699219,5227970,4796743,2436335,5356712,5514724,5919097
RUS,20,1690694660,810528806,806997760,5050460,1905734,2859170,3156990,3665589,1633227,2332459,2384819,3118521,2179004,1912583,3124063,5629570,5179141,4736469,2415910,5300238,5475101,5858833
RUS,25,1690694660,786557066,782363836,4594177,1865388,2794307,3109965,3593471,1611270,2294871,2361325,3086739,2149446,1888174,3078681,5517744,5061596,4608203,2379779,5186606,5389813,5713431
RUS,30,1690694660,761713047,755245239,4105371,1827563,2701945,3032037,3523283,1591170,2234672,2340420,3049692,2112886,1860846,3023841,5394023,4967849,4491866,2333514,5054305,5291839,5562810
RUS,50,1690694660,601680432,600543908,2002910,1448540,1950230,2251233,2750099,1383740,1872837,2094605,2601961,1805137,1614117,2567138,4496342,4078968,3322447,1895079,3812740,4353124,4136400
RUS,75,1690694660,330753958,345524349,466770,831590,956001,1088002,1658315,1038216,1271217,1565288,1768066,1347120,1235976,1903537,2882187,2152388,1489643,1031963,1793438,2428850,2134357
RWA,10,2536885,2056012,2085817,6522,1673,1230,1352,1381,1046,1014,1830,1444,1645,3132,1091,1576,4526,4946,3561,4527,5642,7464
RWA,15,2536885,1579796,1542880,5669,1663,1204,1322,1353,1025,987,1796,1400,1615,3076,1075,1514,4225,4638,3418,4320,5185,6994
RWA,20,2536885,762874,801421,3974,1612,1087,1206,1250,929,878,1626,1248,1511,2771,1005,1289,3207,3589,2729,3422,3745,5385
RWA,25,2536885,706488,745525,3746,1591,1060,1174,1227,907,843,1588,1213,1482,2699,990,1252,3093,3475,2631,3306,3559,5202
RWA,30,2536885,499722,519959,2854,1520,944,1065,1121,826,747,1434,1101,1385,2453,930,1094,2483,2898,2223,2782,2734,4308
RWA,50,2536885,205276,234746,1380,1093,523,700,714,529,447,861,701,967,1430,659,622,1012,1439,1167,1494,1128,2135
RWA,75,2536885,88301,45782,438,383,144,218,193,156,123,231,242,315,369,194,158,225,410,309,338,268,444
SAU,10,191670080,31,514,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SAU,15,191670080,14,86,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SAU,20,191670080,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,25,191670080,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,30,191670080,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,50,191670080,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,75,191670080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,10,187319137,4292269,4736447,6,432,557,225,262,447,169,676,395,762,453,934,499,293,307,38,109,402,87
SDN,15,187319137,1181956,1467829,5,200,416,118,91,295,77,476,269,400,381,641,197,136,109,30,96,320,75
SDN,20,187319137,324939,318977,2,62,198,39,30,155,21,290,102,169,130,345,39,32,26,11,49,129,42
SDN,25,187319137,247142,293903,1,46,158,33,24,142,13,262,89,146,110,303,28,23,16,9,39,109,37
SDN,30,187319137,72823,72699,0,26,76,19,13,100,3,186,55,82,42,206,14,9,5,8,27,75,16
SDN,50,187319137,1172,2628,0,2,4,5,0,5,1,21,5,10,1,19,2,0,0,0,0,0,0
SDN,75,187319137,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,10,19716983,4790672,4260843,159,4093,16304,2843,2738,15997,5150,13337,1562,8056,6099,1707,3937,13743,7006,3605,4145,7607,3939
SEN,15,19716983,2406751,2366157,122,1711,5888,931,1702,4898,1793,5429,1038,4251,3712,1160,2079,9764,5073,2910,3404,6329,3328
SEN,20,19716983,289358,316454,71,185,397,75,329,168,122,427,491,535,514,307,289,1881,1292,1214,1283,2145,1257
SEN,25,19716983,173568,250242,64,130,301,59,230,122,83,312,438,352,334,226,214,1237,983,928,914,1455,923
SEN,30,19716983,39601,47910,35,69,165,37,127,71,41,174,286,160,153,117,83,376,328,295,256,393,302
SEN,50,19716983,2065,3757,2,13,51,9,41,31,10,28,72,22,29,29,11,14,8,8,11,17,11
SEN,75,19716983,51,210,0,0,5,2,7,4,0,1,2,2,1,3,0,0,0,0,0,0,0
SGP,10,70811,22017,23498,175,46,126,20,37,86,58,76,36,180,44,77,94,29,209,171,176,295,317
SGP,15,70811,20543,22411,167,45,125,20,37,86,57,76,36,180,44,75,94,28,204,165,169,285,308
SGP,20,70811,20131,22025,156,45,124,20,37,84,57,75,36,179,44,75,93,28,199,161,162,277,303
SGP,25,70811,19548,21495,152,45,124,20,37,84,56,75,36,179,44,75,93,28,197,161,162,273,300
SGP,30,70811,18935,20819,148,45,124,19,37,82,56,75,36,178,44,74,93,27,191,155,156,263,290
SGP,50,70811,16895,18220,124,39,117,17,33,78,52,71,36,173,43,72,88,23,172,133,133,233,259
SGP,75,70811,11565,14159,67,25,87,10,18,53,42,59,30,146,30,62,71,15,86,70,72,132,147
SJM,10,5451473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJM,15,5451473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJM,20,5451473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJM,25,5451473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJM,30,5451473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJM,50,5451473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJM,75,5451473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,10,2882164,2762541,2749374,14768,2194,3881,2387,3559,6564,5093,5685,8207,6060,6444,5888,8846,9518,17035,15045,18111,19842,17883
SLB,15,2882164,2759344,2745036,14604,2194,3881,2386,3557,6562,5092,5684,8206,6058,6440,5887,8845,9513,17022,15031,18096,19833,17879
SLB,20,2882164,2757396,2743852,14459,2194,3879,2385,3557,6561,5090,5684,8205,6058,6439,5885,8841,9504,17010,15020,18080,19825,17873
SLB,25,2882164,2756204,2742003,14376,2194,3878,2385,3557,6561,5090,5684,8205,6058,6439,5885,8835,9500,17005,15015,18069,19817,17871
SLB,30,2882164,2753830,2739175,14309,2194,3878,2383,3557,6561,5090,5683,8204,6057,6439,5885,8834,9496,16993,15004,18057,19809,17866
SLB,50,2882164,2743818,2706158,13913,2193,3873,2379,3556,6554,5081,5679,8200,6051,6433,5874,8824,9466,16933,14961,18000,19777,17838
SLB,75,2882164,2699074,2649817,11921,2178,3843,2362,3531,6506,5038,5635,8148,5974,6378,5826,8733,9298,16604,14691,17658,19565,17689
SLE,10,7271458,7146568,7116706,44380,19116,15700,9418,4113,7223,29400,22138,21179,31094,8939,35047,16879,175611,167183,238913,182057,237580,194813
SLE,15,7271458,7031065,6964834,43323,19108,15678,9400,4108,7210,29362,22128,21168,31060,8928,35020,16862,175477,167074,238822,181996,237508,194691
SLE,20,7271458,6192871,6219600,40578,18948,15533,9300,4083,7090,29049,22059,21096,30889,8874,34609,16706,173743,165122,237443,180995,236396,192349
SLE,25,7271458,6080990,5943913,40039,18894,15501,9266,4073,7052,28960,22036,21072,30837,8860,34498,16666,173293,164684,236923,180635,236014,191805
SLE,30,7271458,5624817,5433671,37703,18617,15328,9109,4025,6881,28560,21899,20944,30585,8793,33969,16376,170507,161746,233042,177878,233009,188457
SLE,50,7271458,3593950,3154833,26297,16604,13746,8031,3495,5821,24642,19785,19250,27702,8003,28862,13480,131693,118109,170513,130424,177324,140465
SLE,75,7271458,243070,394374,3848,5760,2846,2388,909,1509,6868,5554,5828,6652,1904,6803,906,3023,1677,2900,2646,4013,2834
SLV,10,2063521,1138942,1014178,1895,9762,4813,6160,4674,6028,4750,3053,3407,4392,2952,3332,2621,2220,2529,2559,5984,5026,2850
SLV,15,2063521,1104321,1004805,1759,9717,4786,6136,4659,6007,4731,3045,3398,4365,2942,3322,2604,2190,2491,2521,5941,4974,2816
SLV,20,2063521,1063607,992230,1636,9665,4759,6095,4636,5975,4694,3029,3382,4347,2926,3303,2586,2139,2428,2474,5890,4898,2783
SLV,25,2063521,1035702,957836,1547,9625,4734,6068,4611,5954,4673,3021,3373,4331,2917,3291,2569,2118,2395,2447,5844,4855,2765
SLV,30,2063521,999338,931791,1453,9583,4707,6041,4587,5931,4653,3002,3357,4321,2902,3275,2547,2067,2342,2401,5793,4788,2725
SLV,50,2063521,810346,766216,868,8673,4167,5374,4120,5394,4042,2693,3047,3945,2634,3036,2341,1733,1891,2063,5275,4201,2447
SLV,75,2063521,475943,553666,349,4041,2491,2725,2600,3078,2379,1766,1854,2417,1629,1988,1520,946,939,1234,4099,2855,1762
SMR,10,6307,1144,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR,15,6307,1091,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR,20,6307,1043,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR,25,6307,961,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR,30,6307,860,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR,50,6307,621,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR,75,6307,274,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,10,63426842,3890753,3122190,106,992,910,448,604,901,305,838,613,609,333,451,1400,2369,1466,329,451,1437,287
SOM,15,63426842,1333029,1390822,55,816,777,367,500,793,252,734,515,544,284,383,908,1642,792,188,340,1037,169
SOM,20,63426842,174770,325046,21,483,357,159,302,444,157,389,326,370,173,237,354,556,247,96,153,503,68
SOM,25,63426842,135035,262067,17,452,328,148,286,400,148,360,305,354,161,219,276,424,187,78,118,409,57
SOM,30,63426842,87294,146785,11,337,254,104,215,274,120,272,252,307,140,187,193,316,123,65,89,308,42
SOM,50,63426842,15692,27913,2,144,97,49,76,51,47,82,97,152,78,90,58,96,31,19,27,124,14
SOM,75,63426842,1095,4142,0,34,13,10,10,3,4,6,3,11,13,10,3,2,1,0,1,3,0
SPM,10,22949,6068,11562,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
SPM,15,22949,5801,10845,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
SPM,20,22949,5691,10623,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
SPM,25,22949,5581,10453,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
SPM,30,22949,5456,10183,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
SPM,50,22949,4147,7818,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
SPM,75,22949,1145,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,10,7850789,3037354,2793437,12615,2398,1137,861,2649,1565,1909,2280,3285,2521,2478,2242,3576,2875,4483,2864,4762,3673,4053
SRB,15,7850789,2954096,2683210,11993,2396,1137,861,2644,1563,1906,2275,3279,2517,2477,2241,3551,2856,4458,2851,4749,3651,4040
SRB,20,7850789,2912396,2646749,11476,2395,1136,860,2642,1561,1902,2269,3274,2514,2477,2236,3540,2850,4450,2844,4738,3633,4023
SRB,25,7850789,2849393,2594519,10850,2390,1133,860,2640,1561,1900,2263,3269,2512,2475,2230,3520,2836,4439,2839,4723,3617,4011
SRB,30,7850789,2740252,2533857,10487,2389,1133,860,2639,1560,1898,2258,3267,2510,2473,2223,3498,2808,4401,2824,4700,3589,3980
SRB,50,7850789,2513547,2234235,7984,2356,1118,851,2612,1543,1876,2212,3198,2493,2455,2198,3348,2668,4265,2762,4574,3451,3864
SRB,75,7850789,1925090,1270534,4178,2239,1061,821,2510,1486,1802,2047,2966,2404,2394,2100,3056,2123,3549,2276,3779,2722,3153
SSD,10,62859853,42761490,45763746,3597,10668,13193,4628,18156,16215,15021,16949,14664,17245,7772,13678,16211,11703,11873,3511,4947,9083,3704
SSD,15,62859853,32611075,35035497,3241,8874,12105,3979,16764,15195,14153,15302,13867,14965,7048,13116,14228,10130,10928,3315,4839,8759,3529
SSD,20,62859853,18681808,20125549,2487,6352,9902,2798,13037,12719,11299,11713,11253,10653,5283,10773,9587,6850,8453,2782,4411,7573,3014
SSD,25,62859853,16963555,18586034,2348,5888,9514,2591,12345,12185,10676,11052,10633,9881,4848,10233,8696,6406,8074,2711,4335,7408,2935
SSD,30,62859853,11395235,13269329,1937,4914,8148,2063,10448,10573,8970,9526,9014,8061,3886,9016,6710,4934,6756,2462,4070,6859,2643
SSD,50,62859853,4115098,4607358,1035,2706,3974,1049,4988,4727,3722,4812,4150,3822,2249,5444,3326,2605,4444,1868,3320,5335,2024
SSD,75,62859853,178231,524317,313,742,715,288,895,667,717,879,565,624,523,1178,627,213,472,335,619,1022,336
STP,10,101099,15493,15493,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,15,101099,15234,15234,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,20,101099,14572,14572,15,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,25,101099,14495,14495,15,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,30,101099,14252,14252,14,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,50,101099,13260,13261,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,75,101099,10762,10763,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,10,14660992,13998054,14060097,5652,3703,3729,4571,5447,3531,3420,3638,7538,7387,7021,5710,19566,10244,14851,11984,17001,18104,19076
SUR,15,14660992,13987900,14057078,5611,3703,3726,4568,5446,3528,3420,3636,7537,7387,7018,5710,19561,10241,14836,11979,16978,18096,19066
SUR,20,14660992,13979949,14042660,5573,3701,3723,4564,5440,3526,3418,3632,7535,7383,7018,5710,19554,10239,14819,11964,16956,18084,19054
SUR,25,14660992,13971086,14032891,5493,3701,3723,4564,5437,3525,3416,3631,7534,7379,7017,5709,19547,10231,14792,11954,16931,18066,19043
SUR,30,14660992,13965554,14013687,5449,3700,3723,4563,5434,3524,3414,3631,7534,7375,7015,5709,19542,10226,14779,11951,16920,18054,19036
SUR,50,14660992,13928884,13917340,5138,3682,3709,4484,5372,3503,3399,3612,7497,7308,6991,5694,19483,10192,14697,11912,16816,17977,18982
SUR,75,14660992,13871991,13801572,4625,3654,3668,4359,5248,3448,3349,3567,7402,7174,6928,5662,19319,10101,14528,11813,16641,17837,18866
SVK,10,4925716,2500573,2488388,27565,3923,4033,3782,4657,27854,8065,9550,13553,11302,17185,11600,9238,5130,17507,5334,17062,14329,17809
SVK,15,4925716,2467239,2437864,26215,3918,4032,3778,4651,27828,8058,9533,13542,11294,17175,11590,9228,5117,17486,5322,17046,14311,17794
SVK,20,4925716,2449331,2427801,25268,3915,4028,3775,4645,27814,8055,9524,13530,11283,17170,11587,9220,5109,17469,5315,17037,14295,17787
SVK,25,4925716,2432558,2406790,24489,3914,4027,3774,4642,27808,8053,9523,13527,11282,17166,11583,9216,5103,17455,5312,17022,14284,17779
SVK,30,4925716,2406717,2385120,23729,3913,4027,3774,4641,27803,8050,9521,13526,11278,17163,11579,9208,5090,17433,5306,17002,14263,17760
SVK,50,4925716,2307671,2260921,17099,3875,3993,3728,4595,27551,7987,9432,13394,11201,17048,11492,9116,5020,17255,5231,16870,14131,17635
SVK,75,4925716,2025206,1886468,6348,3652,3751,3463,4316,25832,7604,8783,12599,10728,16328,10879,8612,4567,16148,4803,15918,13271,16756
SVN,10,2011703,1351268,1320635,1719,621,722,535,1278,1971,1258,2129,1882,1970,1439,1448,928,641,5437,1032,5449,4951,8302
SVN,15,2011703,1332883,1299823,1624,619,722,535,1274,1969,1257,2127,1877,1966,1438,1448,924,638,5434,1030,5440,4940,8298
SVN,20,2011703,1325503,1294602,1552,619,722,535,1273,1966,1254,2126,1877,1961,1438,1448,922,637,5432,1030,5435,4934,8293
SVN,25,2011703,1317448,1285050,1506,615,722,533,1273,1965,1251,2124,1872,1958,1437,1447,920,637,5428,1029,5431,4929,8288
SVN,30,2011703,1302569,1274521,1447,614,722,532,1273,1962,1251,2122,1868,1958,1436,1446,911,632,5422,1023,5425,4915,8279
SVN,50,2011703,1255858,1218744,1093,596,707,519,1246,1896,1221,2084,1827,1929,1416,1425,876,609,5390,1004,5386,4854,8236
SVN,75,2011703,1124526,1030767,388,516,639,418,1131,1683,1104,1862,1645,1748,1323,1309,739,526,5215,950,5194,4617,7932
SWE,10,45097834,29507876,31291993,847321,145739,179193,93068,272821,249860,250266,183758,295215,209133,264572,206015,235960,199032,244558,217798,313408,334832,293114
SWE,15,45097834,28779172,30344253,771607,145459,178866,92924,272422,249427,249907,183463,294690,208875,264347,205837,235593,198559,243846,217175,312294,333514,292036
SWE,20,45097834,28612084,30175766,741830,145297,178684,92832,272180,249164,249678,183263,294413,208698,264181,205739,235490,198449,243655,217009,311956,333112,291717
SWE,25,45097834,28326740,29684998,702223,145258,178630,92814,272101,249108,249626,183224,294336,208672,264150,205723,235413,198238,243385,216755,311501,332551,291266
SWE,30,45097834,27931915,29114149,668535,145167,178534,92770,272004,249005,249542,183160,294217,208620,264099,205684,235311,197990,242973,216411,310864,331789,290642
SWE,50,45097834,24065645,25461098,402875,142914,175753,91569,268339,245310,246001,181038,289812,206784,262190,204291,232729,193263,236409,210777,301147,321132,281817
SWE,75,45097834,15453036,16954871,105840,128303,158116,83907,245452,226121,227005,169853,267238,194800,248109,194601,216239,157365,190104,169785,240067,254530,224902
SWZ,10,1745959,1467605,1386154,54966,7547,4254,6305,5811,4881,11207,6933,5172,11159,7434,3426,4242,4162,6912,4723,7190,9710,3637
SWZ,15,1745959,1080313,1115262,51040,7464,4226,6248,5775,4855,11056,6901,5129,11111,7396,3325,4056,3953,6407,4347,6575,8890,2999
SWZ,20,1745959,650897,634259,46914,7059,3999,5985,5574,4705,10180,6682,4881,10896,7065,2959,3779,3544,5602,3674,5538,7370,2319
SWZ,25,1745959,599881,573619,46315,6998,3963,5939,5542,4673,10045,6641,4837,10847,6997,2898,3722,3437,5446,3564,5357,7114,2216
SWZ,30,1745959,471306,422774,44519,6755,3808,5782,5383,4556,9450,6483,4605,10671,6687,2636,3543,3140,4993,3237,4826,6401,1930
SWZ,50,1745959,200536,186074,40301,6242,3498,5384,5006,4266,8395,6117,4247,9913,5783,2166,3107,2461,3681,2274,3349,4381,1241
SWZ,75,1745959,60462,25556,27161,3651,2352,3336,3360,2873,5775,4699,2922,7052,3444,1150,1727,1199,1705,1217,1439,1611,396
SXM,10,3878,1150,926,1,1,1,2,1,4,2,6,2,3,0,3,0,3,0,0,0,5,0
SXM,15,3878,1108,919,1,1,1,2,1,4,2,6,2,3,0,3,0,3,0,0,0,5,0
SXM,20,3878,1080,908,1,1,1,2,1,4,2,6,2,3,0,3,0,3,0,0,0,5,0
SXM,25,3878,1059,893,1,1,0,2,1,4,2,6,2,3,0,3,0,3,0,0,0,5,0
SXM,30,3878,1032,862,1,1,0,2,1,4,2,5,2,3,0,3,0,3,0,0,0,5,0
SXM,50,3878,923,703,0,1,0,1,1,3,2,3,1,2,0,2,0,2,0,0,0,4,0
SXM,75,3878,725,473,0,1,0,1,1,2,1,1,1,2,0,2,0,2,0,0,0,3,0
SYC,10,20878,12630,12366,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
SYC,15,20878,10867,10263,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
SYC,20,20878,8063,7814,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
SYC,25,20878,7055,6203,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
SYC,30,20878,6217,5612,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
SYC,50,20878,2886,3873,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
SYC,75,20878,301,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYR,10,18714202,147674,137703,250,282,154,122,113,831,296,1613,862,144,253,171,5875,1485,1130,2715,2060,2514,1043
SYR,15,18714202,132488,128684,231,277,153,117,111,822,292,1605,854,141,249,169,5810,1446,1097,2676,2006,2447,1020
SYR,20,18714202,125113,126673,219,273,149,116,108,808,285,1593,846,134,246,165,5734,1416,1068,2629,1963,2388,1008
SYR,25,18714202,114373,120989,199,271,147,114,105,796,281,1581,839,131,241,158,5509,1325,1009,2525,1900,2282,964
SYR,30,18714202,106233,116794,192,267,146,113,104,792,280,1579,834,130,241,155,5387,1270,958,2397,1822,2152,906
SYR,50,18714202,82369,81042,137,232,125,97,91,709,253,1512,775,107,215,134,4714,1098,788,2072,1533,1775,770
SYR,75,18714202,45668,52747,89,171,93,61,58,436,201,1327,666,67,171,95,3335,680,446,1164,910,996,430
TCA,10,100577,15274,13152,2,10,6,11,12,26,6,87,68,112,40,16,8,12,32,22,21,35,37
TCA,15,100577,13598,13058,2,9,5,11,12,25,5,83,67,111,40,16,8,12,32,21,20,34,36
TCA,20,100577,12834,12517,2,9,5,11,11,23,5,79,65,109,39,16,8,12,32,21,20,34,36
TCA,25,100577,11728,12217,2,9,5,11,11,23,5,77,64,108,39,15,8,11,32,21,20,34,36
TCA,30,100577,10851,11082,2,7,5,10,11,22,5,74,61,105,39,15,8,11,30,21,19,32,36
TCA,50,100577,8655,8192,1,4,2,7,7,13,3,44,45,90,32,10,8,10,29,20,18,31,35
TCA,75,100577,5863,4628,0,1,0,4,4,7,1,16,16,44,13,2,4,7,22,15,13,23,29
TCD,10,127069796,12853295,12636421,63,24517,33090,6622,15721,11131,66489,18414,69295,27734,5159,14718,45095,53523,65162,43182,42653,84360,73275
TCD,15,127069796,4833005,4620343,42,14292,22704,3784,10500,7455,47075,11498,50427,19449,3575,10447,32090,38269,46415,31953,33604,63919,56115
TCD,20,127069796,1202109,1345609,15,2838,7196,830,2466,2001,11961,3271,12775,4695,1073,3190,8802,11422,12744,9904,11915,21623,20672
TCD,25,127069796,963437,1132080,11,2041,5039,601,1573,1406,7931,2608,8534,3210,744,2371,6727,8762,9490,7568,9166,17098,16685
TCD,30,127069796,410220,623014,4,882,1960,191,455,472,2986,1002,3401,1066,254,921,2492,2897,3005,2593,3168,6773,6937
TCD,50,127069796,7276,33815,0,84,188,33,18,48,215,49,153,51,16,74,128,12,19,26,16,77,55
TCD,75,127069796,53,66,0,9,18,0,1,1,7,2,0,3,0,0,1,0,0,0,0,0,0
TGO,10,5708459,4314373,4026888,2238,5953,5135,5445,7043,7474,4230,9284,4195,19110,1222,2720,5422,14430,12756,3781,7756,14817,13563
TGO,15,5708459,2856957,2826011,1706,5620,4589,5026,6566,6627,4082,7962,3247,17330,1171,2172,4837,11607,10688,3277,7314,13847,12939
TGO,20,5708459,909287,1181819,789,4164,3176,3380,4455,3759,2732,4974,1861,10193,786,1632,2892,4996,4680,1577,4908,9480,9216
TGO,25,5708459,809460,1056421,647,3769,2877,3016,3957,3239,2415,4429,1659,8823,708,1530,2549,4442,4125,1413,4588,8983,8709
TGO,30,5708459,559755,600825,372,2778,2020,2055,2763,2050,1688,3190,1179,5585,515,1256,1750,2958,2530,942,3468,7196,6794
TGO,50,5708459,127687,154265,71,836,385,417,482,249,281,866,244,562,144,409,344,529,375,152,948,1677,1266
TGO,75,5708459,453,288,7,66,33,20,9,5,13,20,3,12,2,5,6,0,0,0,0,2,1
THA,10,51617371,22001887,21419867,156297,38047,64347,62032,96659,87073,105931,97068,83246,138603,140642,100229,125290,94807,150620,130196,186113,211229,145061
THA,15,51617371,21280202,20604740,150848,37448,63318,60892,95175,86276,103816,95557,82217,136560,138651,98112,120987,91138,146253,127322,181875,207139,141840
THA,20,51617371,20948044,20295880,145542,36995,62449,60103,94001,85615,102472,94592,81629,135344,137589,97066,119107,89424,143791,125417,178867,203845,139374
THA,25,51617371,20633223,19849907,142450,36560,61764,59346,93031,85039,101235,93710,81009,134189,136494,95988,117169,87882,141875,124038,176712,201822,137717
THA,30,51617371,20036507,19345169,138293,36195,61033,58606,92125,84519,100133,92905,80398,133105,135413,94847,114871,84974,137967,121126,172109,197000,133927
THA,50,51617371,18032770,16729550,115729,33028,54793,52405,82319,79195,89597,84577,75095,122671,125273,85851,99920,75690,124234,110625,154895,179366,120891
THA,75,51617371,11086438,9724438,65627,23544,36392,35265,56081,60690,60437,57011,51954,84645,88919,57711,61988,44796,74453,67257,92123,109528,72480
TJK,10,14234068,172862,75742,8,64,39,35,25,28,18,11,35,37,12,19,29,2,0,0,0,0,0
TJK,15,14234068,116491,51865,7,60,37,33,23,27,18,10,31,36,10,18,27,2,0,0,0,0,0
TJK,20,14234068,99400,47779,7,58,37,32,19,27,18,9,31,34,8,17,26,1,0,0,0,0,0
TJK,25,14234068,70121,35610,7,58,35,32,19,27,18,9,30,32,8,17,24,1,0,0,0,0,0
TJK,30,14234068,60347,31719,6,58,35,32,19,27,18,9,30,30,8,17,23,1,0,0,0,0,0
TJK,50,14234068,19373,6846,3,46,25,23,12,18,11,5,18,24,5,10,14,0,0,0,0,0,0
TJK,75,14234068,6255,2333,2,21,11,8,2,5,4,3,6,9,1,3,7,0,0,0,0,0,0
TKM,10,48981028,31561,11114,6,59,136,93,31,34,14,46,80,16,9,20,10,2,2,0,0,0,0
TKM,15,48981028,19120,9940,6,55,131,89,30,32,13,44,79,15,9,19,9,1,2,0,0,0,0
TKM,20,48981028,14641,9746,5,49,116,87,30,31,13,40,77,14,9,19,9,1,2,0,0,0,0
TKM,25,48981028,12787,8317,5,49,112,86,29,30,13,39,76,13,9,18,9,0,2,0,0,0,0
TKM,30,48981028,10188,7566,5,47,106,84,28,30,13,37,76,13,9,17,9,0,1,0,0,0,0
TKM,50,48981028,5857,4492,4,24,67,56,22,21,10,14,60,8,7,6,6,0,1,0,0,0,0
TKM,75,48981028,2513,2081,2,15,49,26,13,15,7,10,45,4,5,5,4,0,1,0,0,0,0
TLS,10,1500905,848131,810415,3557,683,1620,697,2094,1318,2955,1570,843,2678,667,1491,1954,532,2138,998,1463,1910,1372
TLS,15,1500905,822735,758187,3440,682,1617,697,2089,1316,2951,1569,841,2670,661,1482,1939,517,2081,967,1430,1873,1348
TLS,20,1500905,803999,746023,3343,680,1616,697,2082,1315,2947,1568,838,2662,659,1478,1929,508,2041,946,1398,1835,1323
TLS,25,1500905,767261,719332,3276,679,1610,695,2076,1314,2944,1564,836,2653,657,1474,1913,488,1965,909,1348,1778,1285
TLS,30,1500905,729701,696132,3192,679,1608,694,2069,1312,2942,1563,836,2649,656,1472,1900,470,1887,863,1297,1716,1245
TLS,50,1500905,619815,556786,2589,667,1564,675,2006,1287,2888,1530,811,2559,634,1406,1818,389,1580,704,1101,1476,1081
